Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MKR_M_R
1058,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
1059,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Water,Forest
1060,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1061,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
1062,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1063,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
1064,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
1065,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Bareland,Grassland
1066,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
1067,NULL,Cropland,Forest,NULL,Non_Wetland,Built-up,Built-up,Bareland
1068,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1069,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1070,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1071,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1072,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1073,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
1074,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1075,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Bareland
1076,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1077,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1078,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1079,NULL,Cropland,Forest,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
1080,NULL,Cropland,Forest,Non_Water,Non_Wetland,Bareland,Forest,Grassland
1081,NULL,Cropland,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
1082,NULL,Cropland,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
1083,NULL,Cropland,Forest,Water,Non_Wetland,Cropland,Grassland,Cropland
1084,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
1085,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1086,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1087,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
1088,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1089,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1090,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1091,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1092,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1093,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
1094,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
1095,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1096,NULL,Wetland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
1097,NULL,Wetland,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
1098,NULL,Wetland,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
1099,NULL,Wetland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1100,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1101,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1102,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1103,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
1104,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1105,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1106,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1107,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1108,NULL,Wetland,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1109,NULL,Wetland,Grassland,Water,Non_Wetland,Grassland,Water,Forest
1110,NULL,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1111,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1112,NULL,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1113,NULL,Wetland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
1114,NULL,Wetland,Wetland,NULL,Wetland,Water,Grassland,Grassland
1115,NULL,Wetland,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1116,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
1117,NULL,Wetland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1118,NULL,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
1119,NULL,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1120,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
1121,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1122,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1123,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1124,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1125,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1126,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1127,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1128,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,NULL
1129,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1130,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1131,NULL,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1132,NULL,Bareland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1133,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1134,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1135,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1136,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
1137,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
1138,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1139,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1140,NULL,Bareland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1141,NULL,Bareland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1142,NULL,Bareland,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1143,NULL,Bareland,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1144,NULL,Bareland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1145,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1146,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1147,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1148,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1149,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1150,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1151,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1152,NULL,Bareland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1153,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1154,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1155,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1156,NULL,Bareland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1157,NULL,Bareland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
1158,NULL,Bareland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1159,NULL,Bareland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1160,NULL,Bareland,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1161,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1162,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
1163,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
1164,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1165,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1166,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1167,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1168,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1169,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1170,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
1171,NULL,Bareland,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1172,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
1173,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
1174,NULL,Bareland,Bareland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1175,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1176,NULL,Bareland,Built-up,NULL,Non_Wetland,Cropland,NULL,Grassland
1177,NULL,Bareland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
1178,NULL,Bareland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Bareland
1179,NULL,Bareland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Grassland
1180,NULL,Bareland,Built-up,NULL,Non_Wetland,Cropland,Built-up,Cropland
1181,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
1182,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
1183,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
1184,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
1185,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1186,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
1187,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
1188,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
1189,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
1190,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
1191,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
1192,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
1193,NULL,Bareland,Forest,NULL,Non_Wetland,Cropland,NULL,Grassland
1194,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
1195,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
1196,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1197,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1198,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1199,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1200,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
1201,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
1202,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
1203,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1204,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
1205,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
1206,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Bareland
1207,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,NULL,Built-up
1208,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
1209,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
1210,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,Grassland
1211,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,Cropland
1212,NULL,Built-up,NULL,NULL,Non_Wetland,Cropland,Built-up,Built-up
1213,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
1214,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
1215,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
1216,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
1217,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1218,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
1219,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
1220,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1221,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
1222,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
1223,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Built-up
1224,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
1225,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
1226,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Cropland
1227,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
1228,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Built-up
1229,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
1230,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
1231,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Built-up
1232,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1233,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,NULL,Grassland
1234,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
1235,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Built-up
1236,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
1237,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Built-up
1238,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
1239,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
1240,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Cropland
1241,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
1242,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
1243,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
1244,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Grassland
1245,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Forest,Built-up
1246,NULL,Built-up,NULL,NULL,Non_Wetland,Water,Built-up,Grassland
1247,NULL,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1248,NULL,Built-up,NULL,Non_Water,Non_Wetland,Cropland,NULL,Grassland
1249,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1250,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
1251,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1252,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1253,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1254,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1255,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1256,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1257,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1258,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1259,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
1260,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1261,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
1262,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1263,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1264,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
1265,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
1266,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
1267,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
1268,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1269,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1270,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1271,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
1272,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1273,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Built-up
1274,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1275,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
1276,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Bareland
1277,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Built-up
1278,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Forest
1279,NULL,Built-up,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
1280,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
1281,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
1282,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
1283,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
1284,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1285,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1286,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1287,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
1288,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1289,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
1290,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1291,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1292,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
1293,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
1294,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
1295,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
1296,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
1297,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
1298,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
1299,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
1300,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
1301,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
1302,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
1303,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
1304,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1305,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
1306,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
1307,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
1308,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
1309,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
1310,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
1311,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
1312,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
1313,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
1314,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
1315,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
1316,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
1317,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
1318,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
1319,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
1320,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
1321,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
1322,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
1323,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
1324,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
1325,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
1326,NULL,Built-up,Shrubland,NULL,Non_Wetland,Water,Built-up,Bareland
1327,NULL,Built-up,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1328,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1329,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Bareland
1330,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
1331,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1332,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
1333,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1334,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
1335,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
1336,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1337,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1338,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Built-up
1339,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1340,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
1341,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1342,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
1343,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Bareland
1344,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
1345,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
1346,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1347,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1348,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
1349,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
1350,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Bareland
1351,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Built-up
1352,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
1353,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
1354,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
1355,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
1356,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
1357,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
1358,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
1359,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Bareland,Built-up
1360,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
1361,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Built-up,Grassland
1362,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Built-up,Cropland
1363,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Built-up,Built-up
1364,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Built-up,Forest
1365,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
1366,NULL,Built-up,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
1367,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
1368,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
1369,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
1370,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
1371,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
1372,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
1373,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
